,0
0,0.3565243356225739
1,0.3454762615706181
2,0.37623171095849506
3,0.2971036130188116
4,0.2287249925350851
5,0.2329053448790684
6,0.3293520453866826
7,0.4048969841743804
8,0.4081815467303673
9,0.49746192893401014
10,0.5201552702299194
11,0.39593908629441626
12,0.4042997909823828
13,0.36279486413854883
14,0.3672738130785309
15,0.4087787399223649
16,0.638996715437444
17,0.762018512988952
18,0.7581367572409674
19,0.7536578083009854
20,0.7028963869811884
21,0.5795759928336817
22,0.43356225739026577
23,0.3792176769184831
24,0.308748880262765
25,0.2394744699910421
26,0.25739026575097046
27,0.25888324873096447
28,0.24693938489101225
29,0.29381905046282475
30,0.436249626754255
31,0.6479546133174082
32,0.6951328754852195
33,0.6822932218572708
34,0.6852791878172588
35,0.5843535383696626
36,0.5365780830098537
37,0.5425500149298298
38,0.4789489399820842
39,0.45834577485816663
40,0.5700209017617199
41,0.6885637503732458
42,0.6449686473574201
43,0.6443714541654225
44,0.7249925350851
45,0.6103314422215587
46,0.4804419229620782
47,0.3541355628545835
48,0.29113168109883547
49,0.28306957300686775
50,0.3027769483427889
51,0.32099134069871604
52,0.2932218572708271
53,0.3027769483427889
54,0.41624365482233505
55,0.6539265452373842
56,0.6978481769276749
57,0.6817095038852361
58,0.6700537955768081
59,0.6383741781231321
60,0.6022115959354453
61,0.6081888822474597
62,0.5926479378362224
63,0.6063956963538554
64,0.7223550508069336
65,0.7301255230125523
66,0.7130902570233114
67,0.7148834429169157
68,0.7020322773460849
69,0.6165570830842797
70,0.5062761506276151
71,0.45307830245068736
72,0.36318840579710143
73,0.36
74,0.38028985507246377
75,0.383768115942029
76,0.36927536231884056
77,0.4657971014492754
78,0.46608695652173915
79,0.5327536231884058
80,0.6269565217391304
81,0.62
82,0.5744927536231884
83,0.551304347826087
84,0.5484057971014493
85,0.6591304347826087
86,0.6994202898550724
87,0.7110144927536232
88,0.7507246376811594
89,0.7579710144927536
90,0.763768115942029
91,0.7744927536231884
92,0.7040579710144927
93,0.6591304347826087
94,0.643768115942029
95,0.5672463768115942
96,0.5336231884057971
97,0.35246376811594204
98,0.33768115942028987
99,0.34
100,0.34840579710144925
101,0.4327536231884058
102,0.6084057971014493
103,0.6918708906156605
104,0.7172743574417214
105,0.7068141063956963
106,0.6867901972504483
107,0.7232516437537359
108,0.7070767393251717
109,0.6539265452373842
110,0.6528681253696038
111,0.6578947368421053
112,0.7566528681253696
113,0.7575399172087522
114,0.7619751626256653
115,0.7581312832643406
116,0.7238320520402128
117,0.6191602602010644
118,0.5612063867534004
119,0.4861028976936724
120,0.3803786574870912
121,0.3092369477911647
122,0.30751577739529545
123,0.30694205393000573
124,0.30436029833620193
125,0.3427997705106139
126,0.4004589787722318
127,0.49827882960413084
128,0.4934021801491681
129,0.6222030981067126
130,0.6987951807228916
131,0.7128514056224899
132,0.7068273092369478
133,0.6818703384968445
134,0.6500286861732645
135,0.6368330464716007
136,0.7099827882960413
137,0.7794033275960986
138,0.7762478485370051
139,0.77653471026965
140,0.7294893861158921
141,0.6399885255306942
142,0.5814687320711417
143,0.4879518072289157
144,0.5152036718301779
145,0.5367183017785427
146,0.5410212277682157
147,0.5418818129661503
148,0.46414228341939184
149,0.4629948364888124
150,0.45410212277682155
151,0.4704532415375789
152,0.5507745266781411
153,0.5524956970740104
154,0.6262191623637406
155,0.6686746987951807
156,0.5912220309810671
157,0.5352839931153184
158,0.546758462421113
159,0.5780263912794034
160,0.6959265633964429
161,0.7423981640849111
162,0.7286288009179576
163,0.6778542742398164
164,0.6038439472174412
165,0.45804398148148145
166,0.4340277777777778
167,0.3365162037037037
168,0.3055555555555556
169,0.3177083333333333
170,0.3214699074074074
171,0.31394675925925924
172,0.29832175925925924
173,0.3058449074074074
174,0.3255208333333333
175,0.46126656848306336
176,0.5576642335766423
177,0.5637956204379562
178,0.5976154992548435
179,0.49646643109540634
180,0.4912071535022355
181,0.45931445603576754
182,0.47470817120622566
183,0.5441484585453457
184,0.6366055588409225
185,0.7249705535924618
186,0.7164310954063604
187,0.724676089517079
188,0.7014134275618374
189,0.5485865724381626
190,0.4363957597173145
191,0.34275618374558303
192,0.2776427703523694
193,0.28052906797908334
194,0.29951397326852974
195,0.29981773997569866
196,0.28371810449574725
197,0.2958996328029376
198,0.36964504283965727
199,0.6081852791878173
200,0.6292682926829268
201,0.6363915311445228
202,0.6361386138613861
203,0.6240853658536586
204,0.5384146341463415
205,0.526219512195122
206,0.5104450499545867
207,0.5441972339146122
208,0.6506524317912218
209,0.751779359430605
210,0.7547449584816133
211,0.7304270462633452
212,0.7319098457888493
213,0.6699288256227758
214,0.5231316725978647
215,0.36658506731946144
216,0.3427172582619339
217,0.3127294981640147
218,0.3047735618115055
219,0.30416156670746636
220,0.28671970624235005
221,0.3320073439412485
222,0.4605263157894737
223,0.5914932680538556
224,0.5995819647656017
225,0.6318303971334727
226,0.627520759193357
227,0.5756227758007118
228,0.5720640569395018
229,0.5640569395017794
230,0.5169039145907474
231,0.5937129300118624
232,0.6485765124555161
233,0.6969157769869514
234,0.7061091340450771
235,0.6485765124555161
236,0.6201067615658363
237,0.5407584353538369
238,0.4374258600237248
239,0.32558139534883723
240,0.2913096695226438
241,0.28182374541003674
242,0.30569155446756424
243,0.3069155446756426
244,0.2910036719706242
245,0.33078335373317014
246,0.4262545899632803
247,0.45777233782129745
248,0.5636474908200735
249,0.5768090154211151
250,0.5824436536180309
251,0.58570581257414
252,0.5935503498630971
253,0.6366393691234455
254,0.6229905975128905
255,0.6360327570518653
256,0.6930542917804065
257,0.7045799211404307
258,0.6939338235294118
259,0.7617627567925779
260,0.7362270450751253
261,0.5191986644407346
262,0.4172958133150309
263,0.3562113932738504
264,0.30743128605361386
265,0.30912792670512385
266,0.329487614523244
267,0.328469630132338
268,0.3182897862232779
269,0.3997285374957584
270,0.5961995249406176
271,0.6308109942314218
272,0.7034272141160502
273,0.7522904648795385
274,0.6742051786299574
275,0.6296296296296297
276,0.6228148148148148
277,0.6085925925925926
278,0.6213333333333333
279,0.6189629629629629
280,0.648
281,0.6942222222222222
282,0.6583703703703704
283,0.6411851851851852
284,0.6189629629629629
285,0.5816296296296296
286,0.396514827269948
287,0.31973801726704376
288,0.29175349806490025
289,0.29175349806490025
290,0.33670228125902396
291,0.31850996246029456
292,0.3130233901241698
293,0.33756858215420155
294,0.4091827894888825
295,0.47184522090672826
296,0.600346520358071
297,0.625180479353162
298,0.5711810568870921
299,0.5703147559919145
300,0.5963037828472423
301,0.5965925498123015
302,0.5801328328039272
303,0.5948599480219463
304,0.7201848108576379
305,0.797037037037037
306,0.7943703703703704
307,0.7967407407407407
308,0.7093333333333334
309,0.6213333333333333
310,0.5834074074074074
311,0.42903703703703705
312,0.4311111111111111
313,0.3804444444444444
314,0.36977777777777776
315,0.37303703703703706
316,0.37244444444444447
317,0.41155555555555556
318,0.42962962962962964
319,0.6770899808551372
320,0.7143703703703703
321,0.6472337894110648
322,0.6383105294467579
323,0.6424747174301011
324,0.6368233194527068
325,0.6374182034503272
326,0.6189767995240928
327,0.7204045211183819
328,0.7588148148148148
329,0.7905185185185185
330,0.7911111111111111
331,0.7594074074074074
332,0.6631111111111111
333,0.5546666666666666
334,0.4151111111111111
335,0.36562962962962964
336,0.34755555555555556
337,0.384
338,0.37007407407407406
339,0.4005925925925926
340,0.4085925925925926
341,0.5368388871904616
342,0.6539284622439621
343,0.7236319168450015
344,0.7446286065070595
345,0.7255985267034991
346,0.7544505831798649
347,0.7486187845303868
348,0.7489257213014119
349,0.7329650092081031
350,0.7142418661755678
351,0.7387968078575813
352,0.7609085475194262
353,0.7483562462641961
354,0.7635983263598326
355,0.7761506276150628
356,0.7865436141708841
357,0.7240250074426913
358,0.6404851285012995
