\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2021-01-31 08:02:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,net_flow
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,net_flow
6/01/2020,7,49,181,117,0,0,5,0,1450,1477,0,61,59,0,1275,1227,9,158,141,0,0,0,0,0,1,0,0,0,0,34,42,0,0,0,0,0,2,0,0,41,0,0,0,58,3159,3112
6/01/2020,8,48,181,143,0,0,5,0,1449,1594,0,61,62,0,1439,1247,9,89,66,0,0,0,0,0,0,0,0,0,0,34,56,0,0,0,0,0,2,0,0,42,0,0,0,57,3253,3217
6/01/2020,9,45,178,147,0,0,5,0,1450,1389,0,56,56,0,1342,1317,9,98,75,0,0,0,0,0,0,0,0,0,0,34,47,0,0,0,0,0,2,0,0,42,0,0,0,54,3158,3080
6/01/2020,10,45,131,89,0,0,5,0,1450,1527,22,61,40,0,1342,1259,9,128,105,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,1,0,0,42,0,0,0,76,3146,3102
6/01/2020,11,147,137,8,0,0,5,0,1450,1768,0,71,68,0,1513,1086,9,119,95,0,0,0,0,0,0,0,0,0,0,34,35,0,0,0,0,0,1,0,0,1,0,0,0,156,3324,3067
6/01/2020,12,105,244,114,0,0,4,0,1265,1707,0,39,35,0,1319,873,48,137,76,0,0,0,0,0,0,0,0,0,0,34,31,0,0,0,0,0,1,0,0,0,0,0,0,153,3038,2841
6/01/2020,13,52,137,99,0,0,4,0,1315,1681,65,71,7,0,1291,913,48,137,75,0,0,0,0,0,0,0,0,0,0,34,31,0,0,0,0,0,1,0,0,0,0,0,0,165,2985,2811
6/01/2020,14,76,232,143,0,0,4,0,1450,1686,0,29,26,0,1304,1063,48,137,74,0,0,0,0,0,0,0,0,0,0,34,26,0,0,0,0,0,1,0,0,0,0,0,0,124,3186,3023
6/01/2020,15,99,97,17,0,0,4,0,1386,1577,0,61,60,0,1422,1213,48,119,56,0,0,0,0,0,0,0,0,0,0,34,14,0,0,0,0,0,1,0,0,0,0,0,0,147,3119,2942
6/01/2020,16,126,131,11,0,0,3,0,1351,1551,0,61,63,0,1385,1134,48,117,58,0,0,0,0,0,0,0,0,0,0,34,16,0,0,0,0,0,1,0,0,0,0,0,0,174,3079,2837
6/01/2020,17,77,206,114,0,0,4,0,1450,1462,65,105,37,0,1249,1246,48,167,105,0,0,0,0,0,0,0,0,0,0,34,21,0,0,0,0,0,1,0,0,0,0,0,0,190,3211,2990
6/01/2020,18,45,187,149,0,0,4,0,1448,1502,70,49,-15,0,1525,1607,48,167,106,0,0,0,0,0,0,0,0,0,0,34,22,0,0,0,0,0,1,0,0,0,0,0,0,163,3410,3376
6/01/2020,19,109,137,22,0,0,4,0,1058,1485,0,39,35,0,1621,1183,48,169,107,0,0,0,0,0,0,0,0,0,0,34,22,0,0,0,0,0,1,0,0,0,0,0,0,157,3058,2859
6/01/2020,20,45,137,76,0,0,4,0,1083,1399,0,39,34,0,1598,1330,48,201,140,0,0,0,0,0,0,0,0,0,0,34,24,0,0,0,0,0,1,0,0,0,0,0,0,93,3092,3008
6/01/2020,21,39,132,80,0,0,4,79,684,1282,0,0,-3,0,1292,679,48,221,159,0,0,0,0,0,0,0,0,0,0,34,20,0,0,0,0,0,1,0,0,0,0,0,0,166,2363,2222
6/01/2020,22,43,221,168,0,0,4,0,971,1561,0,9,11,0,1254,678,48,217,160,0,0,0,0,0,0,0,0,0,0,34,22,0,0,0,0,0,1,0,0,87,0,0,0,91,2706,2692
6/01/2020,23,82,256,155,0,0,4,0,896,1514,0,19,16,0,1232,682,48,256,206,0,0,0,0,0,0,0,0,0,0,34,22,0,0,0,0,0,1,0,0,71,0,0,0,130,2693,2671
6/01/2020,24,92,137,50,0,0,4,0,821,1201,0,29,28,0,1425,999,48,661,584,0,0,0,0,0,0,0,0,0,0,34,25,0,0,0,0,0,1,0,0,71,0,0,0,140,3107,2963
7/01/2020,1,5,137,117,0,0,4,0,1132,1214,0,29,23,0,1225,1159,48,349,289,0,0,0,0,0,0,0,0,0,0,34,18,0,0,0,0,0,1,0,0,48,0,0,0,53,2906,2873
7/01/2020,2,45,221,166,0,0,4,0,1234,1270,44,29,-15,0,1445,1391,48,284,217,0,0,0,0,0,0,0,0,0,0,34,19,0,0,0,0,0,1,0,0,48,0,0,0,137,3247,3101
7/01/2020,3,45,203,167,0,0,4,0,1278,1228,44,29,-13,0,1262,1283,48,87,46,0,0,0,0,0,0,0,0,0,0,34,18,0,0,0,0,0,1,0,0,48,0,0,0,137,2893,2782
7/01/2020,4,45,221,175,0,0,4,0,1250,1194,44,29,-11,0,1058,1078,48,260,196,0,0,0,0,0,0,0,0,0,0,34,20,0,0,0,0,0,1,0,0,45,0,0,0,137,2852,2702
7/01/2020,5,81,221,145,0,0,4,0,1280,1275,0,29,31,0,999,993,48,66,39,0,0,0,0,0,0,0,0,0,0,34,21,0,0,0,0,0,1,0,0,40,0,0,0,129,2629,2549
7/01/2020,6,45,162,131,0,0,5,0,1364,1154,10,29,21,0,1036,1203,116,66,-60,0,0,0,0,0,0,0,0,0,0,34,22,0,0,0,0,0,1,0,0,40,0,0,0,171,2691,2517
7/01/2020,7,45,221,166,0,0,5,0,1386,1153,29,29,-3,0,1278,1436,1072,66,-943,0,0,0,0,0,7,0,0,0,0,34,23,0,0,0,0,0,1,0,0,61,0,0,0,1146,3014,1906
7/01/2020,8,0,166,171,0,0,5,0,1243,1085,0,29,28,0,880,1020,636,59,-591,0,0,0,0,0,5,0,0,0,0,34,27,0,0,0,0,0,1,0,0,63,0,0,0,636,2411,1814
7/01/2020,9,0,158,167,0,0,5,0,1246,1132,0,36,38,0,930,1020,831,67,-756,0,0,0,0,0,1,0,0,0,0,34,29,0,0,0,0,0,1,0,0,63,0,0,0,831,2471,1700
7/01/2020,10,0,165,156,0,0,5,0,1291,1141,0,29,29,0,925,1012,783,37,-736,0,0,0,0,0,1,0,0,0,0,34,21,0,0,0,0,0,1,0,0,47,0,0,0,783,2481,1677
7/01/2020,11,0,161,169,0,0,5,0,1286,1207,0,32,33,0,932,925,624,37,-590,0,0,0,0,0,1,0,0,0,0,34,18,0,0,0,0,0,1,0,0,47,0,0,0,624,2482,1816
7/01/2020,12,45,147,110,0,0,5,0,1450,1429,0,91,86,0,1157,1083,696,37,-647,0,0,0,0,0,1,0,0,0,0,34,15,0,0,0,0,0,1,0,0,47,0,0,0,741,2916,2130
7/01/2020,13,45,108,98,0,0,5,0,1448,1399,0,33,31,0,1038,1008,516,67,-446,0,0,0,0,0,1,0,0,0,0,34,13,0,0,0,0,0,1,0,0,36,0,0,0,561,2728,2146
7/01/2020,14,0,97,81,0,0,4,0,1377,1127,0,46,39,0,728,972,214,67,-158,0,0,0,0,0,1,0,0,0,0,34,20,0,0,0,0,0,1,0,0,67,0,0,0,214,2349,2154
7/01/2020,15,45,96,56,0,0,4,0,1450,1381,21,25,8,0,847,799,198,67,-134,0,0,0,0,0,1,0,0,0,0,34,15,0,0,0,0,0,1,0,0,91,0,0,0,264,2519,2222
7/01/2020,16,45,141,78,0,0,5,0,1395,1587,13,57,40,0,1066,830,198,67,-144,0,0,0,0,0,1,0,0,0,0,34,19,0,0,0,0,0,0,0,0,92,0,0,0,256,2760,2508
7/01/2020,17,45,156,100,0,0,5,0,1450,1618,13,57,44,0,1293,1072,643,37,-580,0,0,0,0,0,1,0,0,0,0,34,20,0,0,0,0,0,1,0,0,93,0,0,0,701,3027,2374
7/01/2020,18,9,192,174,0,0,5,0,1227,1586,0,0,0,0,1292,1027,226,37,-208,0,0,0,0,0,1,0,0,0,0,34,17,0,0,0,0,0,1,0,0,95,0,0,0,235,2782,2698
7/01/2020,19,49,237,191,0,0,6,0,1450,1531,65,61,-4,0,1470,1351,475,37,-424,0,0,0,0,0,1,0,0,0,0,34,18,0,0,0,0,0,1,0,0,95,0,0,0,589,3289,2766
7/01/2020,20,68,204,136,0,0,6,0,1450,1596,65,61,-2,0,1451,1283,226,59,-173,0,0,0,0,0,1,0,0,0,0,34,22,0,0,0,0,0,1,0,0,94,0,0,0,359,3259,2964
7/01/2020,21,45,196,151,0,0,6,0,1450,1522,65,71,7,0,1373,1323,226,67,-162,0,0,0,0,0,1,0,0,0,0,34,23,0,0,0,0,0,1,0,0,94,0,0,0,336,3191,2966
7/01/2020,22,45,157,118,0,0,6,0,1450,1494,98,71,-29,0,1631,1506,226,37,-182,0,0,0,0,0,1,0,0,0,0,34,19,0,0,0,0,0,0,0,0,94,0,0,0,369,3380,3027
7/01/2020,23,26,137,101,0,0,6,0,1450,1509,65,71,7,0,1326,1267,48,127,90,0,0,0,0,0,1,0,0,0,0,34,16,0,0,0,0,0,1,0,0,94,0,0,0,139,3145,3092
7/01/2020,24,10,137,122,0,0,6,0,1450,1572,65,39,-24,0,1368,1304,48,710,657,0,0,0,0,0,1,0,0,0,0,34,15,0,0,0,0,0,1,0,0,71,0,0,0,123,3738,3725
8/01/2020,1,31,110,90,0,0,6,0,1450,1513,0,29,26,0,1371,1255,48,1140,1076,0,0,0,0,0,1,0,0,0,0,34,10,0,0,0,0,0,1,0,0,48,0,0,0,79,4134,4026
8/01/2020,2,45,96,63,0,0,6,0,1450,1470,36,19,-13,0,1450,1409,48,540,519,0,0,0,0,0,1,0,0,0,0,34,11,0,0,0,0,0,1,0,0,47,0,0,0,129,3589,3514
8/01/2020,3,0,54,47,0,0,6,0,1450,1446,0,25,24,0,1450,1428,48,1084,1034,0,0,0,0,0,1,0,0,0,0,34,15,0,0,0,0,0,1,0,0,47,0,0,0,48,4097,4049
8/01/2020,4,0,81,69,0,0,6,0,1450,1406,0,32,30,0,1350,1459,48,1224,1179,0,0,0,0,0,1,0,0,0,0,34,15,0,0,0,0,0,1,0,0,47,0,0,0,48,4171,4213
8/01/2020,5,0,26,38,0,0,6,0,1411,1426,0,32,35,0,1450,1472,9,1204,1189,0,0,0,0,0,1,0,0,0,0,34,20,0,0,0,0,0,1,0,0,47,0,0,0,9,4157,4235
8/01/2020,6,0,52,35,0,0,6,0,1450,1282,0,84,78,0,1400,1523,9,895,877,0,0,0,0,0,1,0,0,0,0,34,18,0,0,0,0,0,1,0,0,46,0,0,0,9,3915,3867
8/01/2020,7,0,0,7,0,0,7,0,1450,1284,17,29,43,0,1350,1479,9,200,205,0,0,0,0,0,1,0,0,0,0,34,24,0,0,0,0,0,1,0,0,0,0,0,0,26,3063,3051
8/01/2020,8,29,146,115,0,0,7,0,1450,1387,0,39,39,0,1546,1599,9,30,39,0,0,0,0,0,1,0,0,0,0,34,29,0,0,0,0,0,1,0,0,0,0,0,0,38,3245,3217
8/01/2020,9,0,80,96,0,0,7,0,1450,1441,33,61,25,0,1233,1193,9,60,51,0,0,0,0,0,1,0,0,0,0,34,33,0,0,0,0,0,1,0,0,0,0,0,0,42,2918,2848
8/01/2020,10,0,110,101,0,0,6,0,1450,1635,91,71,-17,0,1372,1206,9,60,52,0,0,0,0,0,1,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,100,3097,3018
8/01/2020,11,74,110,37,0,0,6,0,1450,1768,20,71,46,0,1478,1134,9,82,74,0,0,0,0,0,1,0,0,0,0,34,31,0,0,0,0,0,1,0,0,0,0,0,0,103,3225,3098
8/01/2020,12,45,114,61,0,0,6,0,1075,1622,50,71,23,0,1474,1022,9,79,85,0,0,0,0,0,1,0,0,0,0,34,33,0,0,0,0,0,1,0,0,0,0,0,0,104,2847,2854
8/01/2020,13,45,195,136,0,0,6,0,975,1430,0,39,38,0,1439,953,9,561,542,0,0,0,0,0,1,0,0,0,0,34,28,0,0,0,0,0,1,0,0,0,0,0,0,54,3243,3135
8/01/2020,14,45,144,115,0,0,6,0,955,1335,49,29,-14,0,1484,988,9,556,548,0,0,0,0,0,1,0,0,0,0,34,28,0,0,0,0,0,1,0,0,0,0,0,0,103,3202,3008
8/01/2020,15,0,123,113,0,0,6,51,803,1244,0,0,-2,0,1025,529,9,596,587,0,0,0,0,0,1,0,0,0,0,34,27,0,0,0,0,0,0,0,0,0,0,0,0,60,2581,2505
8/01/2020,16,0,158,139,0,0,6,0,858,1292,0,0,0,0,1226,743,9,596,580,0,0,0,0,0,1,0,0,0,0,34,26,0,0,0,0,0,1,0,0,0,0,0,0,9,2872,2788
8/01/2020,17,0,194,177,0,0,6,45,886,1367,0,0,-1,0,1276,730,48,411,208,0,0,0,0,0,1,0,0,0,0,34,28,0,0,0,0,0,1,0,0,0,0,0,0,93,2801,2517
8/01/2020,18,0,130,142,0,0,6,45,1025,1234,0,0,3,0,1121,691,9,31,43,0,0,0,0,0,1,0,0,0,0,34,32,0,0,0,0,0,1,0,0,0,0,0,0,54,2341,2153
8/01/2020,19,0,162,154,0,0,6,45,1040,1143,0,19,20,0,1106,882,9,31,38,0,0,0,0,0,1,0,0,0,0,34,25,0,0,0,0,0,1,0,0,0,0,0,0,54,2392,2270
8/01/2020,20,0,144,150,0,0,6,0,1060,1104,0,29,30,0,1026,825,173,31,-148,0,0,0,0,0,1,0,0,0,0,34,28,0,0,0,0,0,1,0,0,0,0,0,0,173,2324,1997
8/01/2020,21,0,111,107,0,0,6,0,995,1166,0,29,19,0,931,730,646,31,-597,0,0,0,0,0,1,0,0,0,0,34,28,0,0,0,0,0,1,0,0,0,0,0,0,646,2131,1461
8/01/2020,22,0,88,79,0,0,6,0,975,920,0,63,39,0,710,488,881,31,-551,0,0,0,0,0,1,0,0,0,0,34,28,0,0,0,0,0,1,0,0,0,0,0,0,881,1901,1011
8/01/2020,23,0,54,61,0,0,6,0,793,880,0,60,57,0,560,409,540,31,-512,0,0,0,0,0,1,0,0,0,0,34,23,0,0,0,0,0,1,0,0,0,0,0,0,540,1532,926
8/01/2020,24,0,122,107,0,0,6,35,743,863,0,28,26,0,616,546,48,31,-138,0,0,0,0,0,1,0,0,0,0,34,20,0,0,0,0,0,1,0,0,0,0,0,0,83,1574,1432
9/01/2020,1,0,68,84,0,0,5,0,1200,1056,0,0,1,0,582,652,198,32,-159,0,0,0,0,0,1,0,0,0,0,34,24,0,0,0,0,0,1,0,0,21,0,0,0,198,1916,1686
9/01/2020,2,0,157,137,0,0,5,0,1249,1248,0,29,29,0,764,763,48,32,-36,0,0,0,0,0,1,0,0,0,0,34,28,0,0,0,0,0,1,0,0,23,0,0,0,48,2265,2199
9/01/2020,3,0,120,128,0,0,5,0,1354,1326,0,78,78,0,826,776,48,32,-35,0,0,0,0,0,2,0,0,0,0,34,32,0,0,0,0,0,1,0,0,23,0,0,0,48,2444,2336
9/01/2020,4,0,120,115,0,0,5,0,1404,1420,0,78,81,0,970,891,48,32,-34,0,0,0,0,0,1,0,0,0,0,34,32,0,0,0,0,0,1,0,0,23,0,0,0,48,2638,2535
9/01/2020,5,5,169,156,0,0,5,0,1450,1496,0,29,29,0,968,901,48,253,188,0,0,0,0,0,1,0,0,0,0,34,35,0,0,0,0,0,1,0,0,45,0,0,0,53,2903,2857
9/01/2020,6,45,188,138,0,0,5,0,1450,1482,71,89,15,0,931,901,603,251,-351,0,0,0,0,0,2,0,0,0,0,34,42,0,0,0,0,0,1,0,0,47,0,0,0,719,2943,2282
9/01/2020,7,81,188,96,0,0,5,0,1351,1294,0,89,86,0,1047,1099,1229,251,-940,0,0,0,0,0,2,0,0,0,0,34,34,0,0,0,0,0,1,0,0,41,0,0,0,1310,2960,1718
9/01/2020,8,34,110,78,0,0,5,0,1058,1161,0,121,121,0,879,751,983,251,-734,0,0,0,0,0,3,0,0,0,0,34,38,0,0,0,0,0,1,0,0,42,0,0,0,1017,2453,1466
9/01/2020,9,0,117,114,0,0,5,0,1293,1372,0,61,60,0,952,835,970,251,-711,0,0,0,0,0,2,0,0,0,0,34,16,0,0,0,0,0,1,0,0,66,0,0,0,970,2708,1760
9/01/2020,10,45,120,75,0,0,5,0,1428,1451,0,71,72,0,895,820,836,253,-573,0,0,0,0,0,2,0,0,0,0,34,12,0,0,0,0,0,1,0,0,91,0,0,0,881,2801,1956
9/01/2020,11,45,213,149,0,0,5,0,1206,1508,0,39,37,0,1009,638,380,253,-136,0,0,0,0,0,3,0,0,0,0,34,8,0,0,0,0,0,1,0,0,92,0,0,0,425,2754,2305
9/01/2020,12,45,178,145,0,0,5,50,1461,1540,12,39,26,0,778,548,325,253,-77,0,0,0,0,0,3,0,0,0,0,34,5,0,0,0,0,0,0,0,0,92,0,0,0,432,2743,2287
9/01/2020,13,45,188,143,0,0,5,50,1500,1576,37,39,3,0,928,687,445,253,-189,0,0,0,0,0,3,0,0,0,0,34,25,0,0,0,0,0,1,0,0,91,0,0,0,577,2942,2345
9/01/2020,14,45,171,123,0,0,5,50,1500,1620,29,39,13,0,1398,1191,403,253,-146,0,0,0,0,0,3,0,0,0,0,34,27,0,0,0,0,0,1,0,0,91,0,0,0,527,3395,2928
9/01/2020,15,45,226,170,0,0,5,0,1450,1456,44,39,-1,0,1634,1466,209,253,47,0,0,0,0,0,3,0,0,0,0,34,26,0,0,0,0,0,1,0,0,91,0,0,0,298,3636,3264
9/01/2020,16,45,110,82,0,0,5,0,1429,1419,56,39,-15,0,1300,1282,148,302,145,0,0,0,0,0,3,0,0,0,0,34,25,0,0,0,0,0,1,0,0,90,0,0,0,249,3214,3037
9/01/2020,17,45,54,15,0,0,5,0,1325,1280,22,39,20,0,1301,1345,375,302,-87,0,0,1,0,0,3,0,0,0,0,34,31,0,0,0,0,0,1,0,0,90,0,0,0,442,3055,2704
9/01/2020,18,0,144,133,0,0,5,0,1302,1086,0,35,36,0,1300,1461,913,322,-574,0,0,1,0,0,3,0,0,0,0,34,40,0,0,0,0,0,1,0,0,90,0,0,0,913,3137,2282
9/01/2020,19,0,82,93,0,0,5,0,1427,1191,0,45,44,0,1072,1306,696,330,-360,0,0,197,0,0,3,0,0,0,0,34,37,0,0,0,0,0,1,0,0,90,0,0,0,696,2990,2607
9/01/2020,20,0,82,78,0,0,5,0,1312,1220,0,100,96,0,1046,1173,358,330,-25,0,0,210,0,0,3,0,0,0,0,34,27,0,0,0,0,0,1,0,0,88,0,0,0,358,2904,2876
9/01/2020,21,0,102,94,0,0,5,0,1379,1246,0,51,51,0,833,986,109,339,234,0,0,210,0,0,3,0,0,0,0,34,17,0,0,0,0,0,1,0,0,86,0,0,0,109,2738,2933
9/01/2020,22,45,120,72,0,0,5,0,1400,1194,54,39,-12,0,685,987,9,251,233,0,0,209,0,0,3,0,0,0,0,34,18,0,0,0,0,0,1,0,0,86,0,0,0,108,2529,2796
9/01/2020,23,27,120,82,0,0,5,0,1450,1287,65,29,-37,0,787,1006,48,251,201,0,0,209,0,0,3,0,0,0,0,34,24,0,0,0,0,0,1,0,0,65,0,0,0,140,2671,2846
9/01/2020,24,45,96,42,0,0,5,0,1450,1289,0,65,56,0,1045,1198,48,251,208,0,0,208,0,0,3,0,0,0,0,34,21,0,0,0,0,0,1,0,0,44,0,0,0,93,2941,3075
10/01/2020,1,2,170,157,0,0,5,0,1450,1431,0,29,28,0,1241,1287,48,527,473,0,0,208,0,0,3,0,0,0,0,34,24,0,0,0,0,0,1,0,0,44,0,0,0,50,3451,3661
10/01/2020,2,25,194,177,0,0,5,0,1450,1497,0,29,28,0,1276,1252,48,527,481,0,0,209,0,0,3,0,0,0,0,34,22,0,0,0,0,0,1,0,0,44,0,0,0,73,3510,3719
10/01/2020,3,45,193,162,0,0,5,0,1450,1548,8,29,23,0,1386,1236,48,527,481,0,0,209,0,0,3,0,0,0,0,34,15,0,0,0,0,0,1,0,0,44,0,0,0,101,3619,3727
10/01/2020,4,40,120,98,0,0,5,0,1450,1596,0,29,30,0,1450,1243,48,526,480,0,0,210,0,0,3,0,0,0,0,34,14,0,0,0,0,0,1,0,0,42,0,0,0,88,3609,3722
10/01/2020,5,12,120,108,0,0,5,0,1450,1506,0,0,0,0,1450,1371,48,526,481,0,0,209,0,0,3,0,0,0,0,34,11,0,0,0,0,0,1,0,0,40,0,0,0,60,3580,3735
10/01/2020,6,7,178,159,0,0,5,0,1450,1482,0,0,-1,0,1450,1358,48,526,476,0,0,209,0,0,3,0,0,0,0,34,12,0,0,0,0,0,1,0,0,40,0,0,0,55,3638,3744
10/01/2020,7,36,110,91,0,0,5,0,1450,1250,0,0,-1,0,1400,1515,48,381,328,0,0,4,0,0,3,0,0,0,0,34,7,0,0,0,0,0,1,0,0,40,0,0,0,84,3375,3243
10/01/2020,8,41,202,150,0,0,5,0,1450,1383,0,29,29,0,1049,1123,48,281,230,0,0,1,0,0,2,0,0,0,0,34,10,0,0,0,0,0,1,0,0,40,0,0,0,89,3045,2974
10/01/2020,9,7,202,202,0,0,5,0,1450,1581,0,0,5,0,927,832,48,247,204,0,0,1,0,0,2,0,0,0,0,34,11,0,0,0,0,0,1,0,0,40,0,0,0,55,2860,2884
10/01/2020,10,45,110,100,0,0,5,0,1299,1531,21,39,18,0,986,713,48,508,454,0,0,0,0,0,2,0,0,0,0,34,7,0,0,0,0,0,1,0,0,62,0,0,0,114,2976,2893
10/01/2020,11,0,128,114,0,0,5,0,1153,1599,22,29,6,0,1102,593,48,478,428,0,0,0,0,0,2,0,0,0,0,34,5,0,0,0,0,0,1,0,0,84,0,0,0,70,2924,2837
10/01/2020,12,0,184,162,0,0,5,0,1170,1687,0,12,-11,0,1024,484,48,485,429,0,0,1,0,0,2,0,0,0,0,34,6,0,0,0,0,0,1,0,0,84,0,0,0,48,2909,2850
10/01/2020,13,0,68,93,0,0,5,0,1176,1647,21,0,-23,0,1078,519,48,268,217,0,0,0,0,0,2,0,0,0,0,34,12,0,0,0,0,0,1,0,0,84,0,0,0,69,2624,2557
10/01/2020,14,0,128,111,0,0,5,0,1132,1672,0,66,62,0,1101,499,48,167,115,0,0,0,0,0,1,0,0,0,0,34,3,0,0,0,0,0,1,0,0,83,0,0,0,48,2628,2552
10/01/2020,15,18,150,125,0,0,5,0,1188,1656,0,39,38,0,807,260,48,29,-30,0,0,0,0,0,1,0,0,0,0,34,12,0,0,0,0,0,1,0,0,83,0,0,0,66,2247,2151
10/01/2020,16,0,106,108,0,0,5,0,1042,1411,0,88,87,0,782,287,48,61,35,0,0,0,0,0,1,0,0,0,0,34,13,0,0,0,0,0,1,0,0,83,0,0,0,48,2113,2031
10/01/2020,17,0,110,108,0,0,6,0,1052,1314,0,87,84,0,760,445,48,80,14,0,0,0,0,0,1,0,0,0,0,34,14,0,0,0,0,0,1,0,0,83,0,0,0,48,2123,2070
10/01/2020,18,0,110,119,0,0,6,0,1116,1412,0,35,34,0,1085,829,1026,80,-916,0,0,0,0,0,1,0,0,0,0,34,13,0,0,0,0,0,1,0,0,83,0,0,0,1026,2460,1582
10/01/2020,19,0,110,117,0,0,6,0,951,1353,0,83,52,0,943,549,1066,80,-963,0,0,0,0,0,1,0,0,0,0,34,11,0,0,0,0,0,1,0,0,83,0,0,0,1066,2201,1210
10/01/2020,20,0,110,96,0,0,6,0,816,1209,0,84,77,0,631,189,319,27,-290,0,0,0,0,0,1,0,0,0,0,34,7,0,0,0,0,0,1,0,0,83,0,0,0,319,1702,1379
10/01/2020,21,0,160,141,0,0,6,0,670,1157,17,39,20,0,581,90,48,27,-43,0,0,0,0,0,1,0,0,0,0,34,14,0,0,0,0,0,1,0,0,83,0,0,0,65,1511,1470
10/01/2020,22,40,194,157,0,0,7,0,984,1214,0,39,36,0,829,488,154,29,-119,0,0,0,0,0,1,0,0,0,0,34,12,0,0,0,0,0,1,0,0,84,0,0,0,194,2109,1881
10/01/2020,23,45,110,71,0,0,7,0,1119,1439,25,49,21,0,910,539,140,104,-39,0,0,0,0,0,1,0,0,0,0,34,7,0,0,0,0,0,1,0,0,66,0,0,0,210,2326,2113
10/01/2020,24,45,100,50,0,0,7,0,1046,1116,0,21,17,0,753,707,48,104,55,0,0,0,0,0,1,0,0,0,0,34,6,0,0,0,0,0,1,0,0,47,0,0,0,93,2058,2007
11/01/2020,1,5,122,110,0,0,7,0,1329,1342,0,29,29,0,1074,1049,9,38,48,0,0,0,0,0,1,0,0,0,0,34,5,0,0,0,0,0,1,0,0,47,0,0,0,14,2626,2639
11/01/2020,2,45,96,49,0,0,7,0,1344,1506,0,26,26,0,1319,1096,9,431,422,0,0,0,0,0,1,0,0,0,0,34,8,0,0,0,0,0,1,0,0,47,0,0,0,54,3250,3163
11/01/2020,3,45,96,56,0,0,7,0,1392,1538,0,24,23,0,1450,1285,9,838,835,0,0,0,0,0,1,0,0,0,0,34,5,0,0,0,0,0,1,0,0,47,0,0,0,54,3834,3798
11/01/2020,4,85,102,20,0,0,7,0,1450,1472,0,66,64,0,1450,1350,9,1239,1227,0,0,0,0,0,1,0,0,0,0,34,5,0,0,0,0,0,1,0,0,47,0,0,0,94,4341,4194
11/01/2020,5,73,96,34,0,0,7,0,1445,1351,0,60,59,0,1429,1423,9,1186,1179,0,0,0,0,0,1,0,0,0,0,34,6,0,0,0,0,0,1,0,0,47,0,0,0,82,4250,4108
11/01/2020,6,45,158,96,0,0,7,0,1445,1161,0,29,26,0,1344,1586,9,1186,1180,0,0,0,0,0,1,0,0,0,0,34,5,0,0,0,0,0,1,0,0,47,0,0,0,54,4196,4110
11/01/2020,7,107,96,14,0,0,7,0,1450,1434,0,111,107,0,1082,1105,9,1239,1236,0,0,0,0,0,1,0,0,0,0,34,7,0,0,0,0,0,1,0,0,47,0,0,0,116,4012,3959
11/01/2020,8,115,96,19,0,0,7,0,1450,1337,0,81,77,0,744,859,9,1239,1238,0,0,0,0,0,1,0,0,0,0,34,11,0,0,0,0,0,1,0,0,68,0,0,0,124,3644,3618
11/01/2020,9,45,54,2,0,0,7,0,1445,1270,0,96,90,0,752,844,9,1239,1239,0,0,0,0,0,1,0,0,0,0,34,13,0,0,0,0,0,1,0,0,70,0,0,0,54,3620,3537
11/01/2020,10,92,110,7,0,0,7,0,1450,1354,0,81,74,0,611,561,9,1239,1220,0,0,0,0,0,1,0,0,0,0,34,15,0,0,0,0,0,1,0,0,70,0,0,0,101,3525,3310
11/01/2020,11,23,149,118,0,0,7,0,1450,1635,0,71,71,0,723,545,9,552,554,0,0,0,0,0,1,0,0,0,0,34,16,0,0,0,0,0,1,0,0,91,0,0,0,32,2979,3039
11/01/2020,12,7,165,155,0,0,6,0,1450,1576,0,39,37,0,670,382,9,549,533,0,0,0,0,0,1,0,0,0,0,34,14,0,0,0,0,0,1,0,0,92,0,0,0,16,2907,2797
