,\\Hourly Demand Report,,,
,\\Created at 2021-01-31 07:30:13,,,
,\\For 2020,,,
hour_ending,Date,Hour,Market Demand,Ontario Demand
8393,15/12/2020,18,21378,20319
8394,15/12/2020,19,21196,19908
8395,15/12/2020,20,20811,19489
8396,15/12/2020,21,20575,19010
8397,15/12/2020,22,19643,18213
8398,15/12/2020,23,18255,16887
8399,15/12/2020,24,17487,16006
8400,16/12/2020,1,16964,15229
8401,16/12/2020,2,16752,14764
8402,16/12/2020,3,16503,14558
8403,16/12/2020,4,16279,14500
8404,16/12/2020,5,16994,14665
8405,16/12/2020,6,17545,15260
8406,16/12/2020,7,18818,16387
8407,16/12/2020,8,20744,17917
8408,16/12/2020,9,21488,18590
8409,16/12/2020,10,21132,18652
8410,16/12/2020,11,21401,18876
8411,16/12/2020,12,21478,18922
8412,16/12/2020,13,21671,19001
8413,16/12/2020,14,21455,18953
8414,16/12/2020,15,21561,18971
8415,16/12/2020,16,22035,19208
8416,16/12/2020,17,22812,19906
8417,16/12/2020,18,23246,20738
8418,16/12/2020,19,22744,20218
8419,16/12/2020,20,22605,19843
8420,16/12/2020,21,22060,19310
8421,16/12/2020,22,21334,18458
8422,16/12/2020,23,19695,17185
8423,16/12/2020,24,18327,15889
8424,17/12/2020,1,17537,15290
8425,17/12/2020,2,17305,15012
8426,17/12/2020,3,17031,14801
8427,17/12/2020,4,16829,14716
8428,17/12/2020,5,17052,14815
8429,17/12/2020,6,17392,15350
8430,17/12/2020,7,18859,16584
8431,17/12/2020,8,20643,18158
8432,17/12/2020,9,20386,18578
8433,17/12/2020,10,20642,18559
8434,17/12/2020,11,20578,18397
8435,17/12/2020,12,20669,18215
8436,17/12/2020,13,20670,18004
8437,17/12/2020,14,20490,17740
8438,17/12/2020,15,20360,17672
8439,17/12/2020,16,20421,18103
8440,17/12/2020,17,21525,19116
8441,17/12/2020,18,22340,20168
8442,17/12/2020,19,21940,19787
8443,17/12/2020,20,21636,19355
8444,17/12/2020,21,21498,19087
8445,17/12/2020,22,20840,18328
8446,17/12/2020,23,19356,17292
8447,17/12/2020,24,18427,16255
8448,18/12/2020,1,17549,15410
8449,18/12/2020,2,17274,15006
8450,18/12/2020,3,17274,14797
8451,18/12/2020,4,17389,14808
8452,18/12/2020,5,17185,14944
8453,18/12/2020,6,17974,15355
8454,18/12/2020,7,19132,16645
8455,18/12/2020,8,20222,18050
8456,18/12/2020,9,20340,18246
8457,18/12/2020,10,20363,17799
8458,18/12/2020,11,20046,17403
8459,18/12/2020,12,19764,17111
8460,18/12/2020,13,19247,16836
8461,18/12/2020,14,19071,16743
8462,18/12/2020,15,19217,16864
8463,18/12/2020,16,19716,17459
8464,18/12/2020,17,20926,18461
8465,18/12/2020,18,21971,19485
8466,18/12/2020,19,21507,19098
8467,18/12/2020,20,21061,18811
8468,18/12/2020,21,20915,18388
8469,18/12/2020,22,19996,17672
8470,18/12/2020,23,18662,16559
8471,18/12/2020,24,17816,15593
8472,19/12/2020,1,17314,14800
8473,19/12/2020,2,16823,14174
8474,19/12/2020,3,16421,13767
8475,19/12/2020,4,16311,13578
8476,19/12/2020,5,16520,13667
8477,19/12/2020,6,16784,13945
8478,19/12/2020,7,17330,14504
8479,19/12/2020,8,17926,15207
8480,19/12/2020,9,18473,15859
8481,19/12/2020,10,19006,16273
8482,19/12/2020,11,19375,16914
8483,19/12/2020,12,19653,17257
8484,19/12/2020,13,19637,17467
8485,19/12/2020,14,19189,17219
8486,19/12/2020,15,19199,17263
8487,19/12/2020,16,19393,17424
8488,19/12/2020,17,20342,18032
8489,19/12/2020,18,21253,18657
8490,19/12/2020,19,20469,18171
8491,19/12/2020,20,19613,17529
8492,19/12/2020,21,19156,17204
8493,19/12/2020,22,18483,16823
8494,19/12/2020,23,17687,15979
8495,19/12/2020,24,16796,14766
8496,20/12/2020,1,16291,14227
8497,20/12/2020,2,15650,13678
8498,20/12/2020,3,15735,13444
8499,20/12/2020,4,15749,13286
8500,20/12/2020,5,15573,13224
8501,20/12/2020,6,15888,13293
8502,20/12/2020,7,15746,13557
8503,20/12/2020,8,15876,14264
8504,20/12/2020,9,16572,14995
8505,20/12/2020,10,17233,15652
8506,20/12/2020,11,18140,16382
8507,20/12/2020,12,18434,16687
8508,20/12/2020,13,18588,16709
8509,20/12/2020,14,18682,16344
8510,20/12/2020,15,18789,16342
8511,20/12/2020,16,18518,16630
8512,20/12/2020,17,19337,17235
8513,20/12/2020,18,20111,17991
8514,20/12/2020,19,19413,17500
8515,20/12/2020,20,18639,17003
8516,20/12/2020,21,18294,16555
8517,20/12/2020,22,17774,16084
8518,20/12/2020,23,17400,15294
8519,20/12/2020,24,17001,14445
8520,21/12/2020,1,16522,13766
8521,21/12/2020,2,16226,13494
8522,21/12/2020,3,15816,13117
8523,21/12/2020,4,15902,13144
8524,21/12/2020,5,16087,13229
8525,21/12/2020,6,16114,13694
8526,21/12/2020,7,17001,14700
8527,21/12/2020,8,18220,16082
8528,21/12/2020,9,19006,16883
8529,21/12/2020,10,19427,17255
8530,21/12/2020,11,19320,17187
8531,21/12/2020,12,19421,17065
8532,21/12/2020,13,19602,17264
8533,21/12/2020,14,19798,17489
8534,21/12/2020,15,19408,17317
8535,21/12/2020,16,19757,17586
8536,21/12/2020,17,20374,18109
8537,21/12/2020,18,21402,18896
8538,21/12/2020,19,20654,18427
8539,21/12/2020,20,20408,18151
8540,21/12/2020,21,19916,17676
8541,21/12/2020,22,19215,17055
8542,21/12/2020,23,18042,16094
8543,21/12/2020,24,16984,15035
8544,22/12/2020,1,16092,14166
8545,22/12/2020,2,15770,13743
8546,22/12/2020,3,15587,13490
8547,22/12/2020,4,15809,13329
8548,22/12/2020,5,16131,13405
8549,22/12/2020,6,16482,13977
8550,22/12/2020,7,17526,14996
8551,22/12/2020,8,18351,16064
8552,22/12/2020,9,19096,16726
8553,22/12/2020,10,19272,16581
8554,22/12/2020,11,19159,16681
8555,22/12/2020,12,19729,16908
8556,22/12/2020,13,20362,17010
8557,22/12/2020,14,19773,16795
8558,22/12/2020,15,19634,16869
8559,22/12/2020,16,19784,17216
8560,22/12/2020,17,20165,18100
8561,22/12/2020,18,21116,19013
8562,22/12/2020,19,20184,18674
8563,22/12/2020,20,20018,18435
8564,22/12/2020,21,19532,18258
