,ror cf
1481,0.758919203
1482,0.694919581
1483,0.74955323
1484,0.743753187
1485,0.714431413
1486,0.632746748
1487,0.655348481
1488,0.648966045
1489,0.625989278
1490,0.633402275
1491,0.648914168
1492,0.654749478
1493,0.651356994
1494,0.656665797
1495,0.701008449
1496,0.69326288
1497,0.695376486
1498,0.707976445
1499,0.7751606
1500,0.780781585
1501,0.706905782
1502,0.697269807
1503,0.7248394
1504,0.713329764
1505,0.762044968
1506,0.808261886
1507,0.765457866
1508,0.755538181
1509,0.78264269
1510,0.800104248
1511,0.747912317
1512,0.759394572
1513,0.759394572
1514,0.694676409
1515,0.751565762
1516,0.774008351
1517,0.727296451
1518,0.741977563
1519,0.758500669
1520,0.713827227
1521,0.700454667
1522,0.681198181
1523,0.729606847
1524,0.71917625
1525,0.725595079
1526,0.662292448
1527,0.690808533
1528,0.667779204
1529,0.683183569
1530,0.679928131
1531,0.717402464
1532,0.700769231
1533,0.721467043
1534,0.785787583
1535,0.808752026
1536,0.776877364
1537,0.744192328
1538,0.713398163
1539,0.694489465
1540,0.764181524
1541,0.666396542
1542,0.680259249
1543,0.758574129
1544,0.78203399
1545,0.790936067
1546,0.771783113
1547,0.71756137
1548,0.684665227
1549,0.66810694
1550,0.689776099
1551,0.684650661
1552,0.779066631
1553,0.775120903
1554,0.732205211
1555,0.724219365
1556,0.738010204
1557,0.688951263
1558,0.772390916
1559,0.703366236
1560,0.733877135
1561,0.742034158
1562,0.755544226
1563,0.789419087
1564,0.755384615
1565,0.758205128
1566,0.755703666
1567,0.750064086
1568,0.743661972
1569,0.80128041
1570,0.778564206
1571,0.782608696
1572,0.761760243
1573,0.715983814
1574,0.682865097
1575,0.700329031
1576,0.702860035
1577,0.704378638
1578,0.776315789
1579,0.703441296
1580,0.652173913
1581,0.664643399
1582,0.649544534
1583,0.611996963
1584,0.61073146
1585,0.604910149
1586,0.593014427
1587,0.62110858
1588,0.592761326
1589,0.617058972
1590,0.639078714
1591,0.641700405
1592,0.644573741
1593,0.649481931
1594,0.652261815
1595,0.64114228
1596,0.641466498
1597,0.639949431
1598,0.658567451
1599,0.655530246
1600,0.650721336
1601,0.664894963
1602,0.661604657
1603,0.644230769
1604,0.630687563
1605,0.643742099
1606,0.617594255
1607,0.627053388
1608,0.603952772
1609,0.612936345
1610,0.607032854
1611,0.627310062
1612,0.617299795
1613,0.645277207
1614,0.629876797
1615,0.63690018
1616,0.657854209
1617,0.65349076
1618,0.683008214
1619,0.683557394
1620,0.663391934
1621,0.641675284
1622,0.656225731
1623,0.665124647
1624,0.693909021
1625,0.647648419
1626,0.667780062
1627,0.658016444
1628,0.658455222
1629,0.645881447
1630,0.622433265
1631,0.614237985
1632,0.602739726
1633,0.624709227
1634,0.613723978
1635,0.618864045
1636,0.616108787
1637,0.635721757
1638,0.619184527
1639,0.648123852
1640,0.644205558
1641,0.643418983
1642,0.670686943
1643,0.6525957
1644,0.699790246
1645,0.707393812
1646,0.682856393
1647,0.658703072
1648,0.645313731
1649,0.6563147
1650,0.789650712
1651,0.808796895
1652,0.786046512
1653,0.749870801
1654,0.758656331
1655,0.767183463
1656,0.761498708
1657,0.752713178
1658,0.693023256
1659,0.722408891
1660,0.642026363
1661,0.690100801
1662,0.757505176
1663,0.733436853
