,ror cf
1664,0.708592133
1665,0.756987578
1666,0.770703934
1667,0.774570983
1668,0.70800832
1669,0.641965679
1670,0.721915285
1671,0.771208908
1672,0.750711882
1673,0.7069635
1674,0.782462494
1675,0.794361097
1676,0.74961676
1677,0.733128834
1678,0.732617587
1679,0.704528012
1680,0.739063699
1681,0.748784855
1682,0.698899974
1683,0.664084689
1684,0.618125484
1685,0.709011103
1686,0.763551884
1687,0.763293753
1688,0.761217122
1689,0.78648788
1690,0.72408458
1691,0.779783394
1692,0.718854785
1693,0.744841995
1694,0.74379085
1695,0.754248366
1696,0.738823529
1697,0.670588235
1698,0.647482014
1699,0.676855895
1700,0.663843983
1701,0.652207392
1702,0.695250321
1703,0.733556012
1704,0.611253854
1705,0.590184995
1706,0.611767729
1707,0.60688592
1708,0.622559096
1709,0.651849949
1710,0.627279733
1711,0.682250193
1712,0.671028997
1713,0.694123685
1714,0.69361047
1715,0.682063125
1716,0.680965836
1717,0.689619733
1718,0.654419322
1719,0.664439877
1720,0.681140802
1721,0.672918808
1722,0.697327852
1723,0.688158233
1724,0.677700795
1725,0.695406723
1726,0.670431211
1727,0.671120247
1728,0.634635149
1729,0.621274409
1730,0.656217883
1731,0.668293936
1732,0.654676259
1733,0.666238438
1734,0.708964809
1735,0.777549448
1736,0.8209416
1737,0.802675585
1738,0.809621816
1739,0.821713404
1740,0.794185747
1741,0.70079753
1742,0.666409067
1743,0.723080886
1744,0.811695003
1745,0.794693457
1746,0.753283544
1747,0.695338656
1748,0.728839722
1749,0.81103764
1750,0.742304757
1751,0.746435845
1752,0.677443992
1753,0.662678208
1754,0.661659878
1755,0.648676171
1756,0.691700611
1757,0.646639511
1758,0.667515275
1759,0.753814852
1760,0.724129163
1761,0.688532927
1762,0.694303154
1763,0.705418469
1764,0.687372709
1765,0.656822811
1766,0.659114053
1767,0.670824847
1768,0.673370672
1769,0.71206721
1770,0.835285132
1771,0.828665988
1772,0.783371472
1773,0.772126144
1774,0.775120834
1775,0.772403259
1776,0.668279022
1777,0.665478615
1778,0.625509165
1779,0.620162933
1780,0.622454175
1781,0.62398167
1782,0.665818274
1783,0.67727157
1784,0.69438088
1785,0.758052244
1786,0.808472856
1787,0.67072552
1788,0.727018791
1789,0.790248857
1790,0.661757237
1791,0.682833926
1792,0.805231082
1793,0.799390554
1794,0.784970805
1795,0.779131759
1796,0.76413898
1797,0.705300533
1798,0.751847134
1799,0.699898011
1800,0.656720224
1801,0.59882683
1802,0.606988013
1803,0.610813568
1804,0.595766386
1805,0.61960386
1806,0.730642295
1807,0.718456461
1808,0.797869642
1809,0.79203652
1810,0.775044382
1811,0.78589613
1812,0.737780041
1813,0.673625255
1814,0.665392457
1815,0.660463931
1816,0.735406577
1817,0.670644997
1818,0.706270627
1819,0.825590251
1820,0.775805224
1821,0.801166624
1822,0.795633409
1823,0.74809548
1824,0.754951752
1825,0.746317928
1826,0.727272727
1827,0.615286948
1828,0.630523108
1829,0.628745556
1830,0.641878173
1831,0.662944162
1832,0.717727619
1833,0.704032463
1834,0.818066481
1835,0.805076142
1836,0.815896394
1837,0.79834462
1838,0.788264669
1839,0.728116378
1840,0.751442187
1841,0.758214196
1842,0.712637914
1843,0.68781344
1844,0.670673679
1845,0.678607214
1846,0.700400802
1847,0.661650364
1848,0.653875094
1849,0.61274141
1850,0.719588663
1851,0.71507399
1852,0.626285428
1853,0.646099824
1854,0.761283852
1855,0.716470293
1856,0.808146844
1857,0.787528288
1858,0.755594669
1859,0.809011264
1860,0.797795039
1861,0.801952929
1862,0.760640961
1863,0.801702554
1864,0.776946108
1865,0.683632735
1866,0.661676647
1867,0.65926665
1868,0.659441953
1869,0.654871667
1870,0.666500499
1871,0.614520958
1872,0.613023952
1873,0.627994012
1874,0.605788423
1875,0.612025948
1876,0.622255489
1877,0.630239521
1878,0.645724258
1879,0.660683121
1880,0.67983992
1881,0.64082041
1882,0.644072036
1883,0.641981486
1884,0.625155666
1885,0.62877088
1886,0.640089419
1887,0.647540984
1888,0.662195728
1889,0.642662031
1890,0.639682146
1891,0.640783925
1892,0.670057058
1893,0.6641032
1894,0.672537832
1895,0.637357178
1896,0.636612022
1897,0.661947342
1898,0.699453552
1899,0.603328366
1900,0.600844511
1901,0.646547442
1902,0.700695479
1903,0.737456533
1904,0.700818655
1905,0.684445547
1906,0.712301587
1907,0.711982138
1908,0.687670553
1909,0.618728266
1910,0.61798311
1911,0.634376552
1912,0.765772479
1913,0.801589272
1914,0.78842811
1915,0.728107169
1916,0.715455222
1917,0.750434135
1918,0.748201439
1919,0.754595132
1920,0.719076006
1921,0.698708395
1922,0.701689021
1923,0.694982613
1924,0.703179334
1925,0.685543964
1926,0.646314222
1927,0.634648796
1928,0.64599355
1929,0.637310841
1930,0.648387097
1931,0.662279613
1932,0.655737705
1933,0.629160457
1934,0.639344262
1935,0.697714853
1936,0.743169399
1937,0.698038242
1938,0.725602185
1939,0.693376333
1940,0.6382134
1941,0.624224373
1942,0.651763537
1943,0.666915052
1944,0.765524093
1945,0.732240437
1946,0.731992052
1947,0.687282663
1948,0.609538003
1949,0.643070045
1950,0.657014478
1951,0.682975537
1952,0.721017203
1953,0.749439043
1954,0.716030915
1955,0.715852443
1956,0.724756918
1957,0.714535029
1958,0.706982544
1959,0.756487026
1960,0.730836454
1961,0.681148564
1962,0.6609538
1963,0.658718331
1964,0.624441133
1965,0.6455539
1966,0.616741182
1967,0.622702434
1968,0.682811724
1969,0.690836851
1970,0.73503849
1971,0.721657157
1972,0.701985112
1973,0.660293022
1974,0.704692961
1975,0.720419371
1976,0.728407389
1977,0.698873592
1978,0.705131414
1979,0.737264743
1980,0.701198203
1981,0.711183225
1982,0.673489765
1983,0.73502994
1984,0.748003992
1985,0.750186986
1986,0.729099479
1987,0.69528536
1988,0.704172876
1989,0.737208147
1990,0.718082464
1991,0.729756582
1992,0.713114754
1993,0.711376056
1994,0.705663189
1995,0.716592151
1996,0.694734228
1997,0.675111773
1998,0.687019111
1999,0.745912276
2000,0.713544369
2001,0.751622113
2002,0.714285714
2003,0.626436782
2004,0.604947526
2005,0.594702649
2006,0.596451774
2007,0.632363908
2008,0.719363659
2009,0.676273292
2010,0.710559006
2011,0.700844091
2012,0.644985104
2013,0.617676266
2014,0.625901069
2015,0.625901069
2016,0.616455382
2017,0.584141188
2018,0.586875466
2019,0.593586875
2020,0.592344022
2021,0.613472533
2022,0.60349563
2023,0.621318023
2024,0.61467432
2025,0.612684883
2026,0.648032088
2027,0.66808724
2028,0.633290653
2029,0.615364917
2030,0.649127182
2031,0.741817294
2032,0.764533464
2033,0.654616512
2034,0.638983879
2035,0.638407036
2036,0.759843483
2037,0.724137931
2038,0.650036684
2039,0.716312057
2040,0.705062362
2041,0.619711421
2042,0.690877965
2043,0.667155784
2044,0.726828075
2045,0.74834923
2046,0.745414527
2047,0.749877751
2048,0.754274548
2049,0.744015633
2050,0.694919394
2051,0.617000489
2052,0.600146556
2053,0.5901319
2054,0.59159746
2055,0.603321935
2056,0.679042501
2057,0.727738473
2058,0.752745912
2059,0.762753234
2060,0.717391304
2061,0.649731314
2062,0.649242794
2063,0.620175867
2064,0.602344895
2065,0.621152907
2066,0.604787494
2067,0.620175867
2068,0.616023449
2069,0.638251099
2070,0.618070818
2071,0.633264992
2072,0.62942181
2073,0.655281776
2074,0.746523542
2075,0.747743352
2076,0.668130796
2077,0.637621732
2078,0.657011023
2079,0.708353688
2080,0.761904762
2081,0.735301293
2082,0.652354233
2083,0.632991703
2084,0.623474866
2085,0.643624817
2086,0.628724963
2087,0.610649731
2088,0.618466048
2089,0.630679043
2090,0.612115291
2091,0.621152907
2092,0.638006839
2093,0.633610161
2094,0.643397608
2095,0.647302905
2096,0.664308368
2097,0.661868748
2098,0.650158575
2099,0.613375641
2100,0.602783203
2101,0.603810454
2102,0.632633122
2103,0.642647777
2104,0.629059829
2105,0.616247865
2106,0.636496707
2107,0.65698951
2108,0.653733529
2109,0.623839766
2110,0.652662433
2111,0.616511969
2112,0.61309233
2113,0.626038105
2114,0.621152907
2115,0.629702003
2116,0.612115291
2117,0.654127992
2118,0.633823529
2119,0.660294118
2120,0.648946595
2121,0.637432631
2122,0.623713866
2123,0.612934836
2124,0.62199902
2125,0.601910828
2126,0.602589155
2127,0.628083028
2128,0.698168498
2129,0.735545255
2130,0.721883386
2131,0.733837521
2132,0.688384578
2133,0.667805711
2134,0.673424524
2135,0.667806546
2136,0.6358085
2137,0.639228139
2138,0.602836879
2139,0.621423331
2140,0.613352898
2141,0.643624817
2142,0.630637255
2143,0.667973536
2144,0.650171485
2145,0.663400294
2146,0.720970113
2147,0.731259187
2148,0.700636943
2149,0.632288094
2150,0.654127992
2151,0.645665446
2152,0.678144078
2153,0.685533057
2154,0.661463415
2155,0.648536585
2156,0.690824793
2157,0.644460713
2158,0.646800195
2159,0.615779189
2160,0.625305325
2161,0.627015144
2162,0.633365901
2163,0.674890083
2164,0.662188569
2165,0.70420127
2166,0.655629139
2167,0.643452673
2168,0.628949302
2169,0.642909625
2170,0.64952241
2171,0.709772226
2172,0.658907131
2173,0.639059054
2174,0.646555936
2175,0.664386908
2176,0.675702076
2177,0.655037814
2178,0.747804878
2179,0.785121951
2180,0.755794096
2181,0.691388143
2182,0.605764533
2183,0.598192477
2184,0.579140205
2185,0.586712262
2186,0.600390816
2187,0.604543234
2188,0.599169516
2189,0.63556424
2190,0.610595703
2191,0.666097144
2192,0.66211271
2193,0.625030495
2194,0.649670651
2195,0.660648939
2196,0.622986823
2197,0.62265072
2198,0.624328285
2199,0.63909224
2200,0.644948755
2201,0.679424671
2202,0.744271087
2203,0.692101414
2204,0.664879357
2205,0.655777669
2206,0.638271906
2207,0.623138882
2208,0.615084208
2209,0.620942153
2210,0.630217232
2211,0.612643398
2212,0.60605321
2213,0.62265072
2214,0.636163982
2215,0.656898657
2216,0.673414634
2217,0.666341463
2218,0.669512195
2219,0.67804878
2220,0.672682927
2221,0.644704734
2222,0.645106175
2223,0.698901099
2224,0.747741148
2225,0.685609756
2226,0.726585366
2227,0.695121951
2228,0.675609756
2229,0.677482313
2230,0.665527344
2231,0.677167277
2232,0.670821114
2233,0.642228739
2234,0.627077224
2235,0.615835777
2236,0.678641251
2237,0.729472141
2238,0.639784946
2239,0.620664387
2240,0.640625
2241,0.656494141
2242,0.655357579
2243,0.770563827
2244,0.691237491
2245,0.659179688
2246,0.699389499
2247,0.737536657
2248,0.800390911
2249,0.705407389
2250,0.737949596
2251,0.728407145
2252,0.704918033
2253,0.662353516
2254,0.660474212
2255,0.623563921
2256,0.622341726
2257,0.629674896
2258,0.642874603
2259,0.648985578
2260,0.634074798
2261,0.624297238
2262,0.628787879
2263,0.639540567
2264,0.644042969
2265,0.646484375
2266,0.646972656
2267,0.642578125
2268,0.647460938
2269,0.637118437
2270,0.647863248
2271,0.664140797
2272,0.679296016
2273,0.687011719
2274,0.696777344
2275,0.700439453
2276,0.71965812
2277,0.687179487
2278,0.655585431
2279,0.662918602
2280,0.662429724
2281,0.66096309
2282,0.632119286
2283,0.643363481
2284,0.640430213
2285,0.694451234
2286,0.757027622
2287,0.724584555
2288,0.668701172
2289,0.683349609
2290,0.674072266
2291,0.669433594
2292,0.654296875
2293,0.645507813
2294,0.652099609
2295,0.663818359
2296,0.657958984
2297,0.677734375
2298,0.697265625
2299,0.681640625
2300,0.655761719
2301,0.679443359
2302,0.665933529
2303,0.640185774
2304,0.640919091
2305,0.62136397
2306,0.636519188
2307,0.638230262
2308,0.617208506
2309,0.627719384
2310,0.661033797
2311,0.653578529
2312,0.6484375
2313,0.678955078
2314,0.679765682
2315,0.721259458
2316,0.718994141
2317,0.648193359
2318,0.657470703
2319,0.666748047
2320,0.682128906
2321,0.649658203
2322,0.66015625
2323,0.653320313
2324,0.65852467
2325,0.65901319
2326,0.642717498
2327,0.666911046
2328,0.650537634
2329,0.658113392
2330,0.639051808
2331,0.635386119
2332,0.619012708
2333,0.685483871
2334,0.734050354
2335,0.798337815
2336,0.755026974
2337,0.685139774
2338,0.698943229
2339,0.667238843
2340,0.659391859
2341,0.658165768
2342,0.669200589
2343,0.680480628
2344,0.684158901
2345,0.68440412
2346,0.715301618
2347,0.715546837
2348,0.693967631
2349,0.674350172
2350,0.651544875
2351,0.632908288
2352,0.626656848
2353,0.617972011
2354,0.609229259
2355,0.609965636
2356,0.622609122
2357,0.644433546
2358,0.674104953
2359,0.704021579
2360,0.652770966
2361,0.665277097
2362,0.688327612
2363,0.660372732
2364,0.649092692
2365,0.622609122
2366,0.61451692
2367,0.62432565
2368,0.626777832
2369,0.630456106
2370,0.620892594
2371,0.623344777
2372,0.641736145
2373,0.619421285
2374,0.606424718
2375,0.600049044
2376,0.610606433
2377,0.602995335
2378,0.602749816
2379,0.603092784
2380,0.616233448
2381,0.632998284
2382,0.621475852
2383,0.626379014
2384,0.625153224
2385,0.623437117
2386,0.645991665
2387,0.643049767
2388,0.642804609
2389,0.654572199
2390,0.645746506
2391,0.647217455
2392,0.653591567
2393,0.665690581
2394,0.661542216
2395,0.725140484
2396,0.708038114
2397,0.640605913
2398,0.605423894
2399,0.607378451
2400,0.627901295
2401,0.634253604
2402,0.620571708
2403,0.620175867
2404,0.606008793
2405,0.623962909
2406,0.612249878
2407,0.611517814
2408,0.63079551
2409,0.658125915
2410,0.64397267
2411,0.637628111
2412,0.61761835
2413,0.615440997
2414,0.613242121
2415,0.616662595
2416,0.638360176
2417,0.637960478
2418,0.649097121
2419,0.665526509
2420,0.634742243
2421,0.629611532
2422,0.623503543
2423,0.623503543
2424,0.633276325
2425,0.62472514
2426,0.60811141
2427,0.629702003
2428,0.628355295
2429,0.653733529
2430,0.63909224
2431,0.667886774
2432,0.662030259
2433,0.699365544
2434,0.707418253
2435,0.666910688
2436,0.627623231
2437,0.615178136
2438,0.626891166
2439,0.665934602
2440,0.696511344
2441,0.692120029
2442,0.670815032
2443,0.651844613
2444,0.67603225
2445,0.656242365
2446,0.651111654
2447,0.639872954
2448,0.620571708
2449,0.618372832
2450,0.615440997
2451,0.633276325
2452,0.704101563
2453,0.678135676
2454,0.703586241
2455,0.713832642
2456,0.726695949
2457,0.728648121
2458,0.74670571
2459,0.753538311
2460,0.769643729
2461,0.755978526
2462,0.740605173
2463,0.705710102
2464,0.737676916
2465,0.726451928
2466,0.738833293
2467,0.751466276
2468,0.757575758
2469,0.735060272
2470,0.736599128
2471,0.727109515
2472,0.716593998
2473,0.723262375
2474,0.741092028
2475,0.709305306
2476,0.636107554
2477,0.670934699
2478,0.670422535
2479,0.692189501
2480,0.671557272
2481,0.663063063
2482,0.696699843
2483,0.661864851
2484,0.665269775
2485,0.678889471
2486,0.673913043
2487,0.684210526
2488,0.687323944
2489,0.693213828
2490,0.687067862
2491,0.711247758
2492,0.697924673
2493,0.670769231
2494,0.677692308
2495,0.672051282
2496,0.706443299
2497,0.661082474
2498,0.696410256
2499,0.662051282
2500,0.641137295
2501,0.640112705
2502,0.682889344
2503,0.750256148
2504,0.699282787
2505,0.691854508
2506,0.733094262
2507,0.728995902
2508,0.710297131
2509,0.705430328
2510,0.676741803
2511,0.686987705
2512,0.721567623
2513,0.674180328
2514,0.703893443
2515,0.769664361
2516,0.789136562
2517,0.765128205
2518,0.734034368
2519,0.662477558
2520,0.695797886
2521,0.662221082
2522,0.696666667
2523,0.71974359
2524,0.699795082
2525,0.717981557
2526,0.723616803
2527,0.72182377
2528,0.693903689
2529,0.684682377
2530,0.678534836
2531,0.673668033
2532,0.681096311
2533,0.662141393
2534,0.650870902
2535,0.693647541
2536,0.684763124
2537,0.691677337
2538,0.691677337
2539,0.713883197
2540,0.678022541
2541,0.666153846
2542,0.671025641
2543,0.666410256
2544,0.630512821
2545,0.63974359
2546,0.636596617
2547,0.612250128
2548,0.624583867
2549,0.661203585
2550,0.727016645
2551,0.719078105
2552,0.716517286
2553,0.659411012
2554,0.648143406
2555,0.648952478
2556,0.650485437
2557,0.642820644
2558,0.675268268
2559,0.703372509
2560,0.683223764
2561,0.788166545
2562,0.750669589
2563,0.716581446
2564,0.677136596
2565,0.706111517
2566,0.653518383
2567,0.711468225
2568,0.693450207
2569,0.68054541
2570,0.673484295
2571,0.663501339
2572,0.682006331
2573,0.65230095
2574,0.613343073
2575,0.635013392
2576,0.649135622
2577,0.622352082
2578,0.616751887
2579,0.616995374
2580,0.61723886
2581,0.601168736
2582,0.597516435
2583,0.616995374
2584,0.628682737
2585,0.632822011
2586,0.643535427
2587,0.637691746
2588,0.619186754
2589,0.607255905
2590,0.610177745
2591,0.613343073
2592,0.60238617
2593,0.599951303
2594,0.606281958
2595,0.595957136
2596,0.607986365
2597,0.618212807
2598,0.6165084
2599,0.626734843
2600,0.647187728
2601,0.656683711
2602,0.629656684
2603,0.612856099
2604,0.647187728
2605,0.634526418
2606,0.658388118
2607,0.643778914
2608,0.645483321
2609,0.664475286
2610,0.690041393
2611,0.675432189
2612,0.676893109
2613,0.68127587
2614,0.680788897
2615,0.75505235
2616,0.62990017
2617,0.630630631
2618,0.619673728
2619,0.612612613
2620,0.645312886
2621,0.640613406
2622,0.689834281
2623,0.697254514
2624,0.702201336
2625,0.674993816
2626,0.656937917
2627,0.660895375
2628,0.637150631
2629,0.630993574
2630,0.621167883
2631,0.620437956
2632,0.622141119
2633,0.62676399
2634,0.641849148
2635,0.649635036
2636,0.657907543
2637,0.644525547
2638,0.636253041
2639,0.620437956
2640,0.635766423
2641,0.61703163
2642,0.6243309
2643,0.619221411
2644,0.634306569
2645,0.63892944
2646,0.610948905
2647,0.629683698
2648,0.617518248
2649,0.6243309
2650,0.625304136
2651,0.64379562
2652,0.647688564
2653,0.645742092
2654,0.651581509
2655,0.654987835
2656,0.629927007
2657,0.654987835
2658,0.662043796
2659,0.694890511
2660,0.666909976
2661,0.660583942
2662,0.61946472
2663,0.628467153
2664,0.612408759
2665,0.633819951
2666,0.618734793
2667,0.627007299
2668,0.643065693
2669,0.641605839
2670,0.662530414
2671,0.640875912
2672,0.639902676
2673,0.648418491
2674,0.673965937
2675,0.668613139
2676,0.684428224
2677,0.674209246
2678,0.6756691
2679,0.678832117
2680,0.6756691
2681,0.677615572
2682,0.702919708
2683,0.704379562
2684,0.711192214
2685,0.704379562
2686,0.702919708
2687,0.648905109
2688,0.650364964
2689,0.615815085
2690,0.630170316
2691,0.618491484
2692,0.603892944
2693,0.601216545
2694,0.611678832
2695,0.611922141
2696,0.596836983
2697,0.599270073
2698,0.609002433
2699,0.639902676
2700,0.621411192
2701,0.653041363
2702,0.632116788
2703,0.672506083
2704,0.713138686
2705,0.720924574
2706,0.681265207
2707,0.654987835
2708,0.640632603
2709,0.629440389
2710,0.641849148
2711,0.631386861
2712,0.64136253
2713,0.640875912
2714,0.611922141
2715,0.592944039
2716,0.604622871
2717,0.625790754
2718,0.631143552
2719,0.681508516
2720,0.738686131
2721,0.730741012
2722,0.689051095
2723,0.679805353
2724,0.658150852
2725,0.716301703
2726,0.779562044
2727,0.734306569
2728,0.76107056
2729,0.640145985
2730,0.672262774
2731,0.664963504
2732,0.6513382
2733,0.63649635
2734,0.63406326
2735,0.62676399
2736,0.605109489
2737,0.597080292
2738,0.605839416
2739,0.591970803
2740,0.596836983
2741,0.592214112
2742,0.594647202
2743,0.609097543
2744,0.605692046
2745,0.608463035
2746,0.598978599
2747,0.614542802
2748,0.612354086
2749,0.612597276
2750,0.6067607
2751,0.61040856
2752,0.641780156
2753,0.645428016
2754,0.659776265
2755,0.646157588
2756,0.637402724
2757,0.629377432
2758,0.597033074
2759,0.600684262
2760,0.583657588
2761,0.585846304
2762,0.591439689
2763,0.586089494
2764,0.583900778
2765,0.611138132
2766,0.597519455
2767,0.61040856
2768,0.607976654
2769,0.591196498
2770,0.597276265
2771,0.596789883
2772,0.596789883
2773,0.603842412
2774,0.601653696
2775,0.615758755
2776,0.622097287
2777,0.639662028
2778,0.664015905
2779,0.658763139
2780,0.642996109
2781,0.630107004
2782,0.619163424
2783,0.606031128
2784,0.598005837
2785,0.595307918
2786,0.583758814
2787,0.582118562
2788,0.584791059
2789,0.595724004
2790,0.617103984
2791,0.60787172
2792,0.609477521
2793,0.6137579
2794,0.600486618
2795,0.604136253
2796,0.615571776
2797,0.618978102
2798,0.627980535
2799,0.61703163
2800,0.630656934
2801,0.637956204
2802,0.640632603
2803,0.665693431
2804,0.651824818
2805,0.646715328
2806,0.635036496
2807,0.617761557
2808,0.586618005
2809,0.596060311
2810,0.5807393
2811,0.610260151
2812,0.599319232
2813,0.610989545
2814,0.615609044
2815,0.625820569
2816,0.662533431
2817,0.683442743
2818,0.693654267
2819,0.677607586
2820,0.662290299
2821,0.659129589
2822,0.661804036
2823,0.636761488
2824,0.637490883
2825,0.630196937
2826,0.658643326
2827,0.65134938
2828,0.655968879
2829,0.648918065
2830,0.63077297
2831,0.619198828
2832,0.613919414
2833,0.617739976
2834,0.603159174
2835,0.603159174
2836,0.582260024
2837,0.599027947
2838,0.635965978
2839,0.645929526
2840,0.652976914
2841,0.634993925
2842,0.634021871
2843,0.644714459
2844,0.636938032
2845,0.642527339
2846,0.64080039
2847,0.656417765
2848,0.665613609
2849,0.647144593
2850,0.635236938
2851,0.642700996
2852,0.637776159
2853,0.649186696
2854,0.639232824
2855,0.644088371
2856,0.593590677
2857,0.609856761
2858,0.594561787
2859,0.604030104
2860,0.589463462
2861,0.595532896
2862,0.635105608
2863,0.60815732
2864,0.619567856
2865,0.625637291
2866,0.650400583
2867,0.639718378
2868,0.634862831
2869,0.627336732
2870,0.629800681
2871,0.62612503
2872,0.631502188
2873,0.635965978
2874,0.655407047
2875,0.670716889
2876,0.674119077
2877,0.643985419
2878,0.631348724
2879,0.623931624
2880,0.607290401
2881,0.6036452
2882,0.623906706
2883,0.613216715
2884,0.607090821
2885,0.604662458
2886,0.620446819
2887,0.648858669
2888,0.627246236
2889,0.630160272
2890,0.642544925
2891,0.642544925
2892,0.635988344
2893,0.625303545
2894,0.624817873
2895,0.631706725
2896,0.646758922
2897,0.654770575
2898,0.650558524
2899,0.664311815
2900,0.678684531
2901,0.672215422
2902,0.637885035
2903,0.624787776
2904,0.589476237
2905,0.594810863
2906,0.590446169
2907,0.586323957
2908,0.578322017
2909,0.579738245
2910,0.580426357
2911,0.609348511
2912,0.620973601
2913,0.627270526
2914,0.624848632
2915,0.607315891
2916,0.642199612
2917,0.642926357
2918,0.640503876
2919,0.646560078
2920,0.639292636
2921,0.645106589
2922,0.643168605
2923,0.630508475
2924,0.644223783
2925,0.654162633
2926,0.67303969
2927,0.633591481
2928,0.615198451
2929,0.592933204
2930,0.588334947
2931,0.583010649
2932,0.580106486
2933,0.58857696
2934,0.587019932
2935,0.586888658
2936,0.617065557
2937,0.628511967
2938,0.609528742
2939,0.611341274
2940,0.617037804
2941,0.603573278
2942,0.606680476
2943,0.628948731
2944,0.59968928
2945,0.630761264
2946,0.628839146
2947,0.598906819
2948,0.61322228
2949,0.636939169
2950,0.620974401
2951,0.654004955
2952,0.643545279
2953,0.658959538
2954,0.632535095
2955,0.637489678
2956,0.616019818
2957,0.651252408
2958,0.624552711
2959,0.638315442
2960,0.62923204
2961,0.644810268
2962,0.657087054
2963,0.646781354
2964,0.670643729
2965,0.64372919
2966,0.68063263
2967,0.664111689
2968,0.637284424
2969,0.660005475
2970,0.659184232
2971,0.750068437
2972,0.726799891
2973,0.676977826
2974,0.65261429
2975,0.652888037
2976,0.6457706
2977,0.648508076
2978,0.623870791
2979,0.631809472
2980,0.617848344
2981,0.623323296
2982,0.629071996
2983,0.658636737
2984,0.650767544
2985,0.639528509
2986,0.634320175
2987,0.645010965
2988,0.637335526
2989,0.705866228
2990,0.681358569
2991,0.654653876
2992,0.611341274
2993,0.618172405
2994,0.640952627
2995,0.640434895
2996,0.637328501
2997,0.650271809
2998,0.642505824
2999,0.623608594
3000,0.615583743
3001,0.620243334
3002,0.615324877
3003,0.593580119
3004,0.627491587
3005,0.635775304
3006,0.64147036
3007,0.649740933
3008,0.621761658
3009,0.60984456
3010,0.610880829
3011,0.607772021
3012,0.60880829
3013,0.609585492
3014,0.620466321
3015,0.621502591
3016,0.623056995
3017,0.626165803
3018,0.654145078
3019,0.65492228
3020,0.676683938
3021,0.632642487
3022,0.619430052
3023,0.615025907
3024,0.607512953
3025,0.590932642
3026,0.601036269
3027,0.620207254
3028,0.640673575
3029,0.633937824
3030,0.669689119
3031,0.70984456
3032,0.67685929
3033,0.640321327
3034,0.617296737
3035,0.639564992
3036,0.614966339
3037,0.64862051
3038,0.627537741
3039,0.632573796
3040,0.629466598
3041,0.627912998
3042,0.653547385
3043,0.709735888
3044,0.633609529
3045,0.640859658
3046,0.621957535
3047,0.616002071
3048,0.603055412
3049,0.625064733
3050,0.627912998
3051,0.607198343
3052,0.611600207
3053,0.6171278
3054,0.646113307
3055,0.611330698
3056,0.642951252
3057,0.644795784
3058,0.63127913
3059,0.667011911
3060,0.660212972
3061,0.629719264
3062,0.63964182
3063,0.631171346
3064,0.628025169
3065,0.634075508
3066,0.643998064
3067,0.675217812
3068,0.675217812
3069,0.74661181
3070,0.65125847
3071,0.639883833
3072,0.625820569
3073,0.629953805
3074,0.645777885
3075,0.65182676
3076,0.65424631
3077,0.64553593
3078,0.627631261
3079,0.620614566
3080,0.625695621
3081,0.610210501
3082,0.616743286
3083,0.614081781
3084,0.612146141
3085,0.613355916
3086,0.630534721
3087,0.63392209
3088,0.652068715
3089,0.705782724
3090,0.658359545
3091,0.685942415
3092,0.664650375
3093,0.684974595
3094,0.721751754
3095,0.636583595
3096,0.613597871
3097,0.624243891
3098,0.648197435
3099,0.627147351
3100,0.64263247
3101,0.630534721
3102,0.65908541
3103,0.65618195
3104,0.66586015
3105,0.641906605
3106,0.621098476
3107,0.626179531
3108,0.64601984
3109,0.624727801
3110,0.620130656
3111,0.64505202
3112,0.710863779
3113,0.748124849
3114,0.80043753
3115,0.776130287
3116,0.644628099
3117,0.669215087
3118,0.659276249
3119,0.641692151
3120,0.662844037
3121,0.673037717
3122,0.671508665
3123,0.676350663
3124,0.655453619
3125,0.648318043
3126,0.688328236
3127,0.72961264
3128,0.770897044
3129,0.7463527
3130,0.66572818
3131,0.702585104
3132,0.697977988
3133,0.669311492
3134,0.658605608
3135,0.674430509
3136,0.661888917
3137,0.661121065
3138,0.672126952
3139,0.689787561
3140,0.740977732
3141,0.680730641
3142,0.667775787
3143,0.672126952
3144,0.711031482
3145,0.716662401
3146,0.659073458
3147,0.655234195
3148,0.670335296
3149,0.684412593
3150,0.777322754
3151,0.75032076
3152,0.721324095
3153,0.665383628
3154,0.671542212
3155,0.664870413
3156,0.69361047
3157,0.663330767
3158,0.675904542
3159,0.664282064
3160,0.66555953
3161,0.680122637
3162,0.686731557
3163,0.723616803
3164,0.699796126
3165,0.715392562
3166,0.705320248
3167,0.694731405
3168,0.691373967
3169,0.672778926
3170,0.683884298
3171,0.74302686
3172,0.796229339
3173,0.768853306
3174,0.734504132
3175,0.701450026
3176,0.719057483
3177,0.672449508
3178,0.70585189
3179,0.680994303
3180,0.661833247
3181,0.649404454
3182,0.651216986
3183,0.675297773
3184,0.668047644
3185,0.690340909
3186,0.684142562
3187,0.72339876
3188,0.712035124
3189,0.661157025
3190,0.67303719
3191,0.650568182
3192,0.645919421
3193,0.668130165
3194,0.677169421
3195,0.673811983
3196,0.651084711
3197,0.666580579
3198,0.66089876
3199,0.685914034
3200,0.675556706
3201,0.671165326
3202,0.682325461
3203,0.660986775
3204,0.690233978
3205,0.689725331
3206,0.704476094
3207,0.731943032
3208,0.714877102
3209,0.668903226
3210,0.646451613
3211,0.638508371
3212,0.651198368
3213,0.662354135
3214,0.671993912
3215,0.673515982
3216,0.670218163
3217,0.652207002
3218,0.658295282
